10,2,3,4,5,6,7,8,9,name
4315.0,955.0,915.0,1475.0,2195.0,2475.0,2835.0,4075.0,3795.0,Single Core
42724.9,4917.700000000001,6499.900000000001,11118.2,17972.5,20798.8,25375.1,38311.4,37815.6,Q-bus
181506.48461538556,15056.538461538457,21285.384615384603,43853.25384615396,84861.15128205103,80945.58717948693,114221.79230769133,133612.43333333282,173496.15128205396,QCCD
