10,2,3,4,5,6,7,8,9,name
92.0,10.0,14.0,24.0,39.0,45.0,55.0,83.0,82.0,Q-bus
182.0,12.0,20.0,44.0,86.0,72.0,114.0,124.0,171.0,QCCD
