10,2,3,4,5,6,7,8,9,name
3625.0,3785.0,3550.0,3605.0,3635.0,3765.0,3825.0,3760.0,3665.0,Single Core
13046.9,10027.7,11519.9,13055.2,9351.5,13154.800000000001,11270.1,11808.4,13437.6,Q-bus
55798.12564102574,23537.307692307673,27190.792307692285,37551.66666666669,36024.99999999999,33246.741025641015,40196.76666666671,57801.07435897463,37163.84615384617,QCCD
