10,2,3,4,5,6,7,8,9,name
16010.0,3210.0,4810.0,6410.0,8010.0,9610.0,11210.0,12810.0,14410.0,Single Core
166108.9,18799.699999999997,36486.9,54391.2,72502.5,90822.8,109350.1,128086.40000000001,146965.6,Q-bus
1.7702587153846142e6,188023.71794871936,335267.7410256412,414037.53589743626,477758.5871794874,612955.9974358961,853159.484615384,1.3499048435897422e6,860809.92051282,QCCD
